Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
2001,12,104705,21.072,79.583,142.6,1534,10531.6,1.82,49774,5.7,118.687
2002,1,111278,27.201,79.583,143.5,1677,10531.6,1.82,50190,5.7,118.687
2002,2,108209,23.506,79.583,145.1,1570,10621.0,1.39,50362,5.7,125.735
2002,3,108209,25.075,79.757,145.0,1636,10531.6,1.83,50109,5.7,117.845
2002,4,111278,25.075,79.928,144.3,1619,10648.2,1.69,50302,5.9,119.611
2002,5,104705,24.396,79.234,144.3,1648,10531.6,1.73,50109,5.8,120.724
2002,6,108209,25.93,79.757,145.1,1705,10719.9,1.41,50109,5.8,128.461
2002,7,112000,27.201,79.409,145.1,1662,10690.9,1.39,50091,5.8,128.461
2002,8,113343,27.651,79.928,145.0,1559,10633.6,1.75,50190,5.7,122.888
2002,9,112000,27.651,79.234,145.2,1714,10674.0,1.55,50362,5.7,126.67
2002,10,112000,27.651,79.583,145.0,1633,10719.9,1.45,50109,5.7,127.624
2002,11,104705,25.075,79.928,145.2,1716,10752.7,1.26,50462,5.9,130.148
2002,12,111278,27.201,79.409,145.1,1638,10710.4,1.21,50105,6.0,130.148
2003,1,113343,25.93,79.757,144.4,1642,10710.4,1.43,50302,5.8,130.148
2003,2,109297,23.506,79.757,145.8,1642,10719.9,1.25,51512,5.9,130.884
2003,3,112000,27.201,79.583,145.2,1687,10696.5,1.35,50796,5.9,128.461
2003,4,109297,24.396,79.583,145.8,1782,10710.4,1.2,50462,6.0,134.969
2003,5,108209,24.183,79.757,147.2,1722,10940.8,1.25,50362,6.1,133.77700000000002
2003,6,111278,27.651,79.409,144.4,1719,10696.5,1.24,50362,6.3,129.355
2003,7,113343,25.93,80.269,149.6,1587,11057.2,1.01,52179,6.2,136.533
2003,8,108209,25.075,79.757,145.8,1705,10752.7,1.26,51512,6.1,133.77700000000002
2003,9,111278,27.201,79.409,149.0,1586,10940.8,0.93,50796,6.1,133.77700000000002
2003,10,114384,27.651,79.409,150.2,1683,11057.2,1.01,51512,6.0,141.52100000000002
2003,11,111278,27.651,79.583,150.2,1615,11057.2,0.93,50796,5.8,142.173
2003,12,111278,25.075,79.409,147.2,1624,11066.7,1.28,50796,5.7,137.952
2004,1,112000,25.075,79.928,156.5,1646,11071.0,1.3,52179,5.7,145.059
2004,2,113343,27.201,79.757,160.1,1796,11115.6,1.43,52179,5.6,148.025
2004,3,113343,24.183,79.234,156.5,1833,11051.2,1.0,51986,5.8,144.991
2004,4,114384,25.93,79.757,150.0,1718,11057.2,1.03,52179,5.6,146.403
2004,5,111278,25.93,79.757,162.0,1850,11115.6,1.0,52179,5.6,147.784
2004,6,109297,24.396,79.757,165.9,1806,11268.8,1.55,52835,5.6,154.179
2004,7,113343,25.93,80.269,167.2,1921,11240.5,1.49,53221,5.5,153.619
2004,8,111278,28.604,79.583,162.7,1839,11240.5,1.8,53242,5.4,151.519
2004,9,111278,28.604,79.583,162.0,1839,11240.5,1.74,52835,5.4,154.179
2004,10,114384,25.075,79.583,165.5,1830,11153.3,1.7,52835,5.5,151.519
2004,11,113343,27.651,79.757,165.9,1921,11274.6,1.73,52835,5.4,155.75
2004,12,113343,27.201,79.757,165.5,1957,11208.9,1.64,53081,5.4,154.2
2005,1,112000,28.604,79.757,167.2,1938,11282.5,2.09,53683,5.3,161.987
2005,2,113343,25.93,79.583,165.9,1881,11240.5,2.36,53531,5.4,163.566
2005,3,114384,25.93,80.099,165.9,1839,11282.5,2.44,53531,5.2,164.579
2005,4,109297,27.651,80.099,168.1,1892,11229.0,2.33,53683,5.2,168.338
2005,5,113343,27.651,80.099,168.9,1970,11226.5,2.49,54100,5.1,165.215
2005,6,111278,27.651,79.928,170.0,1877,11387.1,3.06,53941,5.0,172.93599999999998
2005,7,116011,27.201,79.757,167.2,1941,11375.5,3.07,53868,5.0,170.053
2005,8,114384,25.93,79.928,170.4,1922,11405.3,3.25,54317,4.9,173.828
2005,9,109297,25.93,79.928,168.9,1886,11365.2,2.96,53868,5.0,172.13299999999998
2005,10,112000,27.201,79.583,167.2,1970,11375.5,3.09,54153,5.0,166.65900000000002
2005,11,114384,27.651,79.757,171.6,1925,11405.3,3.78,54317,5.0,179.68
2005,12,111278,27.651,80.269,167.8,1922,11375.5,3.5,54153,4.9,173.132
2006,1,112000,27.201,80.099,177.7,2036,11747.5,4.33,55216,4.7,184.598
2006,2,114384,27.651,79.583,179.9,1896,11744.4,4.49,54886,4.8,184.759
2006,3,114384,27.651,79.583,179.9,1995,11702.8,4.6,54886,4.7,184.15
2006,4,111278,27.651,79.583,179.9,1897,11747.5,4.9,55705,4.7,184.156
2006,5,114384,25.93,80.099,179.0,2052,11702.8,4.57,55474,4.6,184.15
2006,6,116011,29.512,80.269,181.1,2050,11737.0,4.99,54945,4.6,182.321
2006,7,117181,27.651,80.438,179.8,2121,11702.8,4.79,55216,4.7,183.198
2006,8,116011,28.604,80.269,179.8,1936,11736.8,4.68,54979,4.7,183.198
2006,9,116011,27.201,79.757,182.6,1965,11800.1,5.17,54886,4.5,183.198
2006,10,114384,29.512,79.757,179.8,1981,11746.9,4.76,54945,4.4,184.139
2006,11,113343,28.604,79.583,179.9,2011,11736.8,4.81,54945,4.5,183.609
2006,12,117181,27.201,80.438,182.3,1897,11800.1,4.94,55216,4.4,182.798
2007,1,116011,29.512,80.099,183.7,1512,12066.4,5.25,55497,4.6,182.823
2007,2,116011,27.201,79.757,183.5,1636,12053.3,4.76,55649,4.5,184.598
2007,3,116783,32.669,79.928,183.4,1582,12070.9,4.76,55497,4.4,182.823
2007,4,114384,27.201,80.269,183.7,1615,12059.9,5.2,55342,4.5,182.823
2007,5,117181,29.512,80.438,184.0,1534,12089.6,4.76,55490,4.4,184.364
2007,6,116783,28.604,80.099,184.2,1542,12059.9,5.2,55342,4.6,181.6
2007,7,117538,33.213,80.269,183.3,1601,12070.9,5.07,55403,4.7,182.823
2007,8,116783,27.651,79.757,183.9,1539,12059.9,5.3,55490,4.6,180.834
2007,9,112000,27.201,79.583,184.2,1472,12053.3,4.79,55649,4.7,184.759
2007,10,117181,27.651,79.757,183.9,1539,12052.8,5.06,55454,4.7,181.6
2007,11,116011,29.876,79.928,184.0,1442,12053.3,4.83,55490,4.7,183.287
2007,12,116783,27.651,80.099,183.3,1563,12059.9,3.34,55497,5.0,177.274
2008,1,119927,33.806,80.772,187.1,1298,12137.1,3.09,55403,5.0,179.68
2008,2,117538,33.806,81.119,188.1,1329,12120.6,3.0,55260,4.9,176.438
2008,3,119927,33.213,80.772,188.1,1256,12149.0,2.45,55260,5.1,171.47099999999998
2008,4,116011,33.213,80.772,190.2,1302,12137.1,2.61,55497,5.0,172.86
2008,5,116011,29.876,80.944,189.7,1170,12149.0,1.26,54482,5.4,163.393
2008,6,117181,28.604,80.606,187.8,1170,12240.5,1.45,54401,5.6,168.338
2008,7,117181,29.876,80.944,201.1,1000,12592.5,0.33,54979,5.8,163.344
2008,8,117181,32.883,81.119,193.3,1056,12340.3,0.41,54610,6.1,160.308
2008,9,117181,32.669,80.944,199.7,1040,12605.1,0.33,54569,6.1,163.086
2008,10,116011,32.669,80.944,198.9,1003,12591.4,0.65,54979,6.5,160.994
2008,11,119927,32.883,80.606,187.1,1107,12188.7,0.98,54482,6.8,159.24200000000002
2008,12,116011,32.883,80.438,201.6,876,12696.2,0.34,54341,7.3,156.965
2009,1,117538,33.213,80.944,191.2,819,12376.6,0.16,54482,7.8,152.63299999999998
2009,2,116011,32.669,81.119,189.7,819,12288.8,0.13,54401,8.3,148.278
2009,3,116783,32.883,80.772,190.9,800,12288.8,0.09,53531,8.7,147.85
2009,4,116783,29.512,80.438,189.2,777,12242.7,0.16,53081,9.0,147.929
2009,5,117538,32.883,80.772,189.2,765,12241.9,0.11,53017,9.4,148.134
2009,6,116783,29.876,80.944,188.1,781,12242.7,0.15,53531,9.5,147.85
2009,7,117181,28.604,80.606,186.9,801,12285.8,0.12,53531,9.5,148.66
2009,8,116011,28.604,80.099,189.3,750,12285.8,0.2,53081,9.6,148.025
2009,9,116783,29.512,80.438,186.9,778,12285.8,0.09,53081,9.8,148.025
2009,10,117181,32.883,80.606,189.2,778,12285.8,0.16,53017,10.0,147.694
2009,11,117538,33.283,80.944,186.9,777,12320.0,0.12,53081,9.9,148.66
2009,12,117538,32.669,80.606,189.7,801,12280.2,0.19,53221,9.9,148.66
2010,1,117181,28.604,80.606,197.2,652,12544.3,0.13,53941,9.8,146.403
2010,2,116011,28.604,80.944,190.3,684,12273.2,0.2,53531,9.8,145.631
2010,3,119927,33.213,81.119,193.3,670,12447.1,0.09,54100,9.9,146.394
2010,4,119927,33.213,81.119,192.2,816,12500.1,0.11,53017,9.9,147.784
2010,5,117181,29.512,80.944,193.8,652,12544.3,0.19,53683,9.6,145.721
2010,6,117538,34.23,80.944,193.8,603,12540.3,0.12,54100,9.4,142.279
2010,7,119927,33.213,80.438,194.8,676,12447.1,0.19,54482,9.4,145.721
2010,8,119927,33.213,80.438,194.2,582,12554.2,0.18,54482,9.5,142.279
2010,9,117181,29.876,80.606,198.9,565,12592.5,0.15,54569,9.5,142.173
2010,10,119927,33.213,80.438,195.6,635,12592.5,0.15,54341,9.4,144.585
2010,11,117538,33.283,80.772,195.9,626,12592.5,0.19,54341,9.8,143.916
2010,12,117538,32.883,80.944,195.9,632,12605.1,0.19,54401,9.3,143.019
2011,1,117181,32.883,80.772,199.6,561,12776.6,0.08,54401,9.1,140.35
2011,2,121084,33.283,81.119,198.1,582,12740.1,0.12,54482,9.0,141.52100000000002
2011,3,121084,33.806,81.119,201.1,549,12799.7,0.13,54569,9.0,137.904
2011,4,119927,32.883,81.299,201.6,614,12742.7,0.16,54482,9.1,139.905
2011,5,117181,32.883,80.772,201.6,615,12799.7,0.17,53941,9.0,139.309
2011,6,117538,32.883,80.772,200.4,610,12705.3,0.13,54401,9.1,139.309
2011,7,116011,33.213,80.772,201.8,591,12799.7,0.09,54569,9.0,139.154
2011,8,119927,33.283,81.119,202.8,614,12805.6,0.1,54482,9.0,140.155
2011,9,117538,34.23,80.606,201.8,572,12756.9,0.09,53941,9.0,140.01
2011,10,117181,33.213,80.772,202.2,552,12705.3,0.16,54927,8.8,137.15200000000002
2011,11,117181,29.876,80.944,202.2,610,12782.7,0.08,54401,8.6,139.154
2011,12,117181,29.512,81.119,202.2,582,12791.9,0.08,54927,8.5,139.154
2012,1,122459,33.283,80.944,205.6,572,13148.0,0.16,55454,8.3,139.73
2012,2,124587,33.806,80.944,206.6,634,13066.4,0.1,55490,8.3,143.019
2012,3,121084,34.23,81.119,205.5,671,13219.9,0.14,55278,8.2,146.593
2012,4,124587,33.283,81.671,205.7,626,12998.9,0.09,55857,8.2,142.531
2012,5,119927,34.23,80.772,205.5,632,13315.7,0.1,55342,8.2,143.019
2012,6,124587,32.883,80.944,206.5,625,12961.6,0.16,55490,8.2,143.019
2012,7,121084,33.283,81.119,206.3,684,13112.5,0.13,55260,8.2,145.503
2012,8,121084,33.806,80.772,206.6,670,13029.6,0.16,55497,8.1,145.503
2012,9,119927,34.23,81.299,205.5,730,13315.7,0.13,55497,7.8,149.963
2012,10,119927,33.283,80.772,205.5,737,13019.1,0.08,55497,7.8,148.09
2012,11,122459,33.283,80.944,206.2,736,13079.5,0.16,55490,7.7,151.519
2012,12,124587,34.23,81.862,206.6,729,13360.4,0.14,55403,7.9,147.39600000000002
2013,1,123229,32.883,80.944,208.4,708,12974.6,0.13,55403,8.0,147.94899999999998
2013,2,119927,33.806,80.772,209.5,736,12845.5,0.08,55859,7.7,151.519
2013,3,123229,34.23,81.483,209.3,730,12969.6,0.14,55859,7.5,155.75
2013,4,124587,34.23,81.483,209.5,737,12941.8,0.05,56272,7.6,151.519
2013,5,123229,33.213,81.483,208.4,784,12969.6,0.16,55859,7.5,155.60399999999998
2013,6,121084,32.883,81.119,208.3,765,12941.8,0.08,55859,7.5,151.519
2013,7,123229,33.283,81.299,208.3,816,12845.5,0.09,56642,7.3,155.75
2013,8,124587,33.283,81.671,208.8,776,13027.5,0.09,56272,7.2,155.60399999999998
2013,9,123229,33.283,81.671,208.3,801,12845.5,0.15,55914,7.2,154.179
2013,10,121084,32.883,80.944,209.8,797,12974.6,0.09,56968,7.2,159.24200000000002
2013,11,125819,33.213,81.483,208.9,797,12999.8,0.11,56968,6.9,156.965
2013,12,121084,32.883,80.944,209.1,838,13148.0,0.14,55914,6.7,160.07399999999998
2014,1,121084,34.23,81.671,211.3,839,13148.0,0.08,56345,6.6,168.338
2014,2,122459,34.859,81.671,211.3,839,13019.1,0.09,56968,6.7,160.308
2014,3,122459,34.859,81.862,211.3,876,13219.9,0.12,56968,6.7,161.987
2014,4,125819,35.771,81.671,213.7,876,13386.8,0.09,56642,6.2,165.905
2014,5,121084,33.283,81.671,212.5,876,13642.7,0.09,56968,6.3,165.905
2014,6,126224,33.806,81.671,215.5,893,13312.9,0.12,56642,6.1,165.812
2014,7,122459,34.23,81.483,214.5,863,13642.7,0.09,56642,6.2,163.393
2014,8,125819,34.859,81.299,215.3,891,13486.3,0.08,56345,6.1,165.905
2014,9,123229,33.283,81.483,215.9,975,13550.7,0.14,56642,5.9,168.051
2014,10,124587,34.859,82.058,214.6,954,13486.3,0.08,57702,5.7,168.051
2014,11,123229,37.55,82.058,213.7,955,13486.3,0.07,58486,5.8,165.215
2014,12,125819,33.283,81.299,215.5,954,13486.3,0.07,56968,5.6,166.65900000000002
2015,1,126224,34.859,81.483,214.5,962,13797.7,0.09,58470,5.7,171.19
2015,2,122459,37.55,81.483,215.8,1000,13797.7,0.17,58470,5.5,173.132
2015,3,123229,33.806,82.058,215.8,985,13972.2,0.16,58787,5.4,171.47099999999998
2015,4,127586,34.859,82.058,212.5,930,13972.2,0.07,58470,5.4,171.47099999999998
2015,5,122459,33.806,81.119,210.9,962,13874.1,0.11,58486,5.6,170.298
2015,6,126224,33.806,81.862,211.6,985,13842.0,0.09,58121,5.3,171.47099999999998
2015,7,125819,34.859,81.671,212.5,1012,13905.7,0.4,58121,5.2,171.541
2015,8,126224,37.55,81.299,212.5,979,13972.2,0.37,58470,5.1,171.541
2015,9,125819,33.806,81.483,210.9,1076,13996.9,0.54,58486,5.0,178.028
2015,10,124587,38.859,82.058,213.3,979,13996.9,0.38,58121,5.0,176.62400000000002
2015,11,123229,37.55,82.058,211.6,1002,14060.2,0.4,58121,5.1,176.438
2015,12,125819,35.771,81.862,212.5,1012,14060.2,0.16,58486,5.0,177.649
2016,1,128451,35.771,81.671,215.8,1054,14106.2,0.65,59296,4.8,179.111
2016,2,128451,34.859,81.299,211.6,1056,14106.2,0.38,59084,4.9,178.16400000000002
2016,3,127586,34.859,81.483,215.8,1002,14135.4,0.36,58704,5.0,179.111
2016,4,124587,34.859,81.671,215.7,1101,14313.7,0.4,58787,5.1,179.429
2016,5,128451,34.859,82.058,214.3,1037,14106.2,0.33,58704,4.8,178.116
2016,6,126224,33.806,81.483,214.5,1056,14095.5,0.34,59084,4.9,178.028
2016,7,127586,40.185,82.058,214.3,1052,14106.2,0.65,59084,4.8,180.084
2016,8,128451,35.771,81.299,215.3,1070,14313.7,0.34,58704,4.9,182.321
2016,9,125819,33.806,81.862,216.0,1074,14313.7,0.34,59296,5.0,184.329
2016,10,126224,34.859,81.671,215.5,1037,14106.2,0.16,59084,4.9,183.01
2016,11,126224,33.806,81.483,215.3,1093,14313.7,0.39,59296,4.7,183.75
2016,12,125819,37.55,82.058,217.3,1093,14235.4,0.65,59296,4.7,184.156
2017,1,124587,33.806,82.058,221.0,1076,14678.3,0.77,57386,4.7,187.992
2017,2,126224,37.55,81.671,221.9,1181,14678.3,0.97,59736,4.6,189.616
2017,3,124587,40.185,81.862,221.0,1170,14509.3,0.98,59736,4.4,186.805
2017,4,127586,38.859,81.671,221.0,1135,14678.3,0.97,59736,4.4,188.724
2017,5,125819,37.55,82.459,221.9,1113,14706.0,0.68,57386,4.4,189.616
2017,6,124587,38.859,82.256,222.4,1105,14678.3,1.0,59494,4.3,188.724
2017,7,128451,37.55,82.459,222.4,1053,14509.3,0.63,60099,4.3,192.663
2017,8,126224,37.55,82.058,222.4,1187,14706.0,1.24,59736,4.4,194.805
2017,9,128451,40.185,82.459,222.4,1200,14706.0,1.15,60674,4.3,194.805
2017,10,128451,37.55,81.671,222.4,1169,14706.0,1.26,59736,4.2,193.759
2017,11,126224,37.55,82.256,222.4,1170,14797.9,1.22,61806,4.2,197.178
2017,12,126224,37.55,82.256,223.1,1105,14660.2,1.03,59494,4.1,195.958
2018,1,128579,37.55,82.459,233.4,1182,14921.1,1.55,62333,4.0,201.423
2018,2,131434,38.859,82.664,231.3,1206,14886.6,1.55,62333,4.1,198.314
2018,3,129224,44.147,82.873,234.3,1142,15119.3,1.55,62333,4.0,202.237
2018,4,131434,40.185,82.459,234.3,1244,15007.2,1.8,61806,4.0,199.961
2018,5,128451,37.55,81.671,236.3,1262,14974.8,1.91,61622,3.8,203.688
2018,6,129224,38.859,82.459,228.7,1182,15057.8,1.51,61093,4.0,202.237
2018,7,127586,44.147,82.256,239.2,1246,15238.6,1.98,61622,3.8,205.679
2018,8,126224,37.55,81.862,234.3,1131,15238.6,1.73,61806,3.8,206.169
2018,9,129224,37.55,82.256,234.6,1150,15184.7,1.64,61806,3.7,203.688
2018,10,129224,35.771,82.058,239.6,1240,15237.5,1.91,61622,3.8,202.237
2018,11,127586,37.55,81.862,240.0,1262,15568.9,2.18,62331,3.8,206.848
2018,12,128451,37.55,81.862,233.3,1149,15057.8,1.24,62333,3.9,199.961
2019,1,129224,35.771,82.873,232.4,1176,15553.7,1.93,61619,4.0,208.659
2019,2,131434,35.771,82.664,238.1,1301,15553.7,2.4,63257,3.8,208.138
2019,3,127586,37.55,82.058,238.1,1246,15546.4,2.19,62414,3.8,206.848
2019,4,128451,40.185,82.058,238.1,1262,15546.4,2.19,62414,3.6,206.848
2019,5,127586,38.859,82.256,233.8,1160,15565.7,1.82,62414,3.7,207.506
2019,6,129224,35.771,82.459,236.3,1274,15524.4,2.28,63257,3.6,207.506
2019,7,131434,38.859,82.664,238.1,1294,15565.7,2.39,63257,3.7,212.805
2019,8,131434,37.55,82.459,236.3,1300,15553.7,2.35,62414,3.7,210.913
2019,9,129224,35.771,82.873,234.6,1212,15691.3,1.75,61889,3.5,210.102
2019,10,131434,44.147,82.459,240.9,1279,15654.1,2.28,62331,3.6,222.424
2019,11,127586,40.185,82.664,234.3,1169,15778.2,1.75,62945,3.6,210.913
2019,12,128579,37.55,82.873,238.8,1313,15654.1,2.35,62414,3.6,210.102
2020,1,131434,48.021,82.459,240.0,1256,16499.8,2.15,63257,3.5,229.781
2020,2,131434,45.299,82.873,256.4,1318,16547.4,2.37,62945,3.5,233.235
2020,3,127586,44.147,82.459,236.8,1173,16109.3,1.26,61622,4.4,216.365
2020,4,128451,40.185,82.256,235.6,945,17193.2,0.08,59736,14.7,222.424
2020,5,129224,48.021,82.256,232.2,975,18020.2,0.07,59494,13.2,216.365
2020,6,129224,48.021,82.664,238.3,954,16525.8,0.06,61093,11.0,229.781
2020,7,128451,38.859,82.256,238.7,988,17316.6,0.09,62333,10.2,222.424
2020,8,127586,44.147,82.256,235.6,945,17104.6,0.16,62333,8.4,216.801
2020,9,127586,40.185,82.664,236.3,974,16764.6,0.09,61619,7.9,222.424
2020,10,127586,45.299,82.256,239.2,1087,16736.3,0.13,61889,6.9,222.424
2020,11,129224,38.859,82.664,238.3,1207,16406.1,0.2,61889,6.7,225.853
2020,12,128579,44.147,82.664,237.2,1181,16561.9,0.16,62331,6.7,236.521
2021,1,129224,38.859,83.084,246.4,1197,17193.2,0.08,64157,6.3,245.402
2021,2,131434,45.299,82.459,276.7,1270,16736.3,1.25,64157,6.2,249.055
2021,3,131434,38.859,82.256,246.4,1288,16561.9,1.15,63257,6.1,245.402
2021,4,131202,44.147,82.459,244.3,1212,16730.2,0.09,64157,6.1,245.402
2021,5,129224,45.299,82.459,305.9,1187,16564.3,0.16,65286,5.8,239.55900000000003
2021,6,131434,38.859,82.873,291.8,1196,16564.3,0.09,63227,5.9,253.426
2021,7,131434,44.147,82.873,322.12,1288,16656.1,0.93,65286,5.4,266.921
2021,8,128579,40.185,82.873,315.7,1270,16656.1,1.34,65651,5.2,273.769
2021,9,131202,48.021,82.873,322.12,1270,16607.9,1.51,64157,4.8,262.707
2021,10,131202,44.147,83.084,313.083,1184,16607.9,1.53,65127,4.5,270.402
2021,11,131434,48.021,83.084,329.69,1267,16418.5,1.73,65286,4.2,266.921
2021,12,131434,38.859,82.873,313.083,1258,16499.8,2.16,65462,3.9,273.769
2022,1,128579,44.147,82.256,332.224,1263,16547.4,2.45,65783,4.0,273.769
2022,2,129224,40.185,82.459,326.449,1272,16418.5,1.45,64615,3.8,297.025
2022,3,129224,44.147,83.084,328.94,1333,16561.9,2.4,64615,3.6,291.09
2022,4,129224,38.859,82.256,349.8,1386,16042.6,2.48,65127,3.6,303.714
2022,5,129224,38.859,82.873,346.79,1290,15963.4,2.27,65127,3.6,297.025
2022,6,131202,40.185,82.459,336.464,1378,16161.4,2.42,65651,3.6,298.312
2022,7,128579,48.021,82.256,345.742,1558,16161.4,4.16,65783,3.5,298.312
2022,8,131434,44.147,82.459,333.366,1276,16418.5,2.16,65651,3.7,296.353
2022,9,131202,40.185,82.256,343.786,1282,16109.3,2.47,65127,3.5,296.353
2022,10,131434,45.299,83.084,337.473,1361,16229.6,2.41,65783,3.7,298.922
2022,11,128579,44.147,83.084,343.786,1386,16223.5,2.5,65462,3.6,299.38
2022,12,128451,40.185,82.664,337.336,1370,16184.9,2.61,65651,3.5,298.539
2023,1,128579,48.021,82.459,328.94,1468,16561.9,2.96,65783,3.4,297.025
2023,2,129224,38.859,83.084,329.69,1440,16819.1,4.43,65462,3.6,299.38
2023,3,128451,48.021,82.664,335.032,1542,16751.4,4.63,66078,3.5,297.471
2023,4,128451,38.859,82.256,333.796,1469,16783.7,5.12,66341,3.4,297.464
2023,5,131434,45.299,82.664,333.366,1489,16829.7,4.63,65783,3.7,309.404
2023,6,131434,48.021,83.084,342.753,1462,16184.9,3.98,65462,3.6,301.596
2023,7,131202,48.021,82.256,335.032,1543,16770.5,5.24,65462,3.5,304.755
2023,8,131434,40.185,82.256,330.369,1396,16736.3,2.75,66078,3.8,291.09
2023,9,128579,38.859,82.873,331.729,1467,16783.7,4.79,66341,3.8,298.539
2023,10,128579,48.021,83.084,332.224,1407,16656.1,4.76,65783,3.9,300.55
1987,1,86789,12.743,74.494,108.1,1833,6530.5,6.91,37132,6.3,63.965
1987,2,88458,11.246,74.644,108.3,1635,6537.0,6.13,38238,6.7,64.42399999999999
1987,3,89479,11.506,74.942,107.6,1756,6466.0,6.73,37132,6.8,64.736
1987,4,92830,14.215,74.793,107.6,1709,6527.6,7.29,37454,6.3,65.132
1987,5,92830,12.743,74.644,107.6,1637,6537.0,6.92,36822,6.7,65.563
1987,6,88458,11.506,74.494,111.5,1793,6575.3,6.37,36822,6.4,66.071
1987,7,88458,11.506,74.793,107.6,1732,6525.0,6.85,37685,6.3,66.507
1987,8,89479,11.506,74.644,108.3,1709,6525.0,6.13,37132,6.6,66.938
1987,9,89479,11.246,74.644,112.6,1718,6525.0,6.87,37454,6.0,67.33
1987,10,89479,10.068,75.089,108.6,1685,6574.0,6.04,36822,6.7,67.73899999999999
1987,11,86789,11.246,74.793,109.7,1688,6575.3,6.58,36822,6.1,68.107
1987,12,88458,12.743,75.089,109.7,1654,6575.3,5.85,37132,6.0,68.506
1988,1,94312,11.506,75.089,115.2,1539,6830.1,7.41,38782,5.2,68.858
1988,2,94312,11.096,74.793,114.2,1600,6830.1,6.58,38238,6.1,69.263
1988,3,93347,14.215,75.3,115.2,1597,6830.1,6.83,38238,5.7,69.64
1988,4,91124,12.743,74.942,115.2,1555,6830.1,7.41,38359,5.5,69.977
1988,5,89479,11.506,75.089,113.9,1528,6841.7,6.83,38908,6.0,70.426
1988,6,92830,14.215,74.494,114.9,1574,6830.1,7.09,38908,5.6,70.889
1988,7,92830,14.215,74.494,114.9,1536,6841.7,6.29,38238,5.6,71.354
1988,8,92830,11.506,74.793,117.6,1561,6932.4,8.55,38782,5.5,71.79899999999999
1988,9,92830,11.096,74.942,116.1,1604,6841.7,8.04,38782,5.6,72.24
1988,10,93347,11.506,75.3,117.6,1440,6918.4,8.55,39451,5.2,72.635
1988,11,89479,12.743,74.644,116.3,1512,6932.4,8.53,38782,5.4,73.071
1988,12,93347,11.506,74.942,117.6,1481,6969.9,8.35,39451,5.6,73.46600000000001
1989,1,93347,11.096,75.089,119.1,1492,7036.7,9.53,40015,5.6,73.946
1989,2,94312,14.215,74.793,118.6,1542,7061.3,9.53,39694,5.6,74.382
1989,3,92830,11.246,75.089,118.9,1528,7033.4,9.85,39691,5.5,74.778
1989,4,94312,12.743,74.793,118.9,1534,7036.7,9.81,39691,5.2,75.086
1989,5,95669,11.246,74.644,118.9,1552,7036.7,8.76,39632,5.2,75.306
1989,6,91124,12.743,74.793,119.3,1492,7061.3,8.97,39694,5.4,75.479
1989,7,93347,11.246,75.089,118.9,1528,7061.3,9.84,39694,5.4,75.657
1989,8,94312,12.743,74.644,119.8,1428,7144.7,8.19,40015,5.5,75.835
1989,9,95669,11.506,74.793,119.8,1389,7144.0,8.53,39632,5.3,76.056
1989,10,93347,14.215,74.644,119.9,1429,7136.8,8.38,39759,5.2,76.283
1989,11,95669,14.215,74.942,120.1,1370,7136.8,8.5,40051,5.4,76.52
1989,12,93347,15.487,75.089,119.6,1317,7144.0,7.99,39759,5.9,76.705
1990,1,95669,12.743,76.097,120.1,1413,7187.4,8.24,39759,5.4,76.89699999999999
1990,2,91124,20.607,75.089,119.6,1352,7178.7,7.97,40046,5.5,77.053
1990,3,93347,14.215,75.089,119.5,1383,7178.7,8.26,40361,5.6,77.20100000000001
1990,4,94312,17.055,75.701,119.5,1356,7283.7,8.13,40361,5.6,77.279
1990,5,94312,15.487,76.097,120.1,1351,7216.8,8.11,40266,5.4,77.297
1990,6,91124,17.055,74.942,119.5,1416,7206.1,8.26,40051,5.3,77.259
1990,7,95669,12.743,75.3,119.6,1257,7205.7,8.05,40046,6.6,77.139
1990,8,92830,18.42,76.097,120.1,1312,7203.3,8.11,39861,5.6,77.009
1990,9,95669,20.607,75.089,119.7,1374,7257.3,8.11,40051,5.6,76.85
1990,10,92830,15.487,75.089,120.1,1356,7236.8,8.13,39861,5.5,76.699
1990,11,91124,18.42,75.3,119.4,1545,7205.7,8.27,40046,5.7,76.369
1990,12,91124,14.215,75.701,119.5,1455,7257.3,8.15,40382,5.8,76.185
1991,1,93347,14.215,74.942,120.3,1281,7296.7,5.94,39759,6.7,75.915
1991,2,92830,17.055,76.097,120.1,1293,7298.3,5.78,40015,6.7,75.734
1991,3,96426,14.215,75.089,120.6,1281,7258.0,6.03,39691,6.7,75.569
1991,4,95669,17.055,76.097,119.1,1477,7050.0,5.94,39648,6.0,75.565
1991,5,97107,15.487,75.3,120.0,1013,7258.0,5.91,39632,8.2,75.764
1991,6,94312,20.607,74.942,120.1,1074,7317.7,6.27,40015,8.2,75.993
1991,7,95669,15.487,75.701,120.6,1176,7403.6,5.78,40046,7.0,76.082
1991,8,96426,15.487,76.488,120.3,1072,7317.7,4.77,40015,8.3,76.109
1991,9,96426,17.055,76.875,120.1,1176,7296.7,5.05,39759,7.3,76.193
1991,10,96426,20.607,76.097,120.3,1176,7296.7,5.8,39759,7.3,76.074
1991,11,96426,15.487,75.701,120.1,1090,7258.0,5.31,39759,8.2,76.012
1991,12,96426,15.487,75.089,120.6,1257,7338.4,5.24,40015,7.0,76.056
