Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
1992,1,95669,14.215,75.701,122.6,1131,7537.9,3.77,40599,7.4,76.087
1992,2,93347,19.69,75.701,122.6,1236,7549.3,3.84,40266,7.2,76.156
1992,3,94312,15.487,75.701,122.7,1150,7601.6,3.5,40599,7.4,76.278
1992,4,96426,18.42,76.097,122.7,1173,7537.9,4.0,40350,7.4,76.347
1992,5,96426,20.607,76.488,123.0,1334,7700.6,3.34,40599,6.3,76.399
1992,6,95669,15.487,75.089,121.9,1076,7549.3,3.83,40266,7.8,76.332
1992,7,94312,14.215,76.097,122.7,1244,7535.0,3.85,40350,7.0,76.264
1992,8,93347,15.487,76.097,122.4,1148,7622.6,3.07,40942,7.6,76.23100000000001
1992,9,96426,15.487,75.089,122.7,1200,7601.6,3.07,40350,7.4,76.23899999999999
1992,10,93347,18.42,75.3,122.4,1168,7595.9,3.73,40599,7.5,76.377
1992,11,95669,15.487,74.942,122.8,1013,7675.1,3.22,40942,7.9,76.558
1992,12,95669,17.055,75.701,122.8,1150,7689.4,2.92,40599,7.4,76.67399999999999
1993,1,95669,20.573,76.097,125.2,1195,7684.5,3.02,40942,7.2,76.78399999999999
1993,2,97107,21.577,76.097,127.7,1322,7694.3,3.5,40942,6.4,76.837
1993,3,97107,21.072,76.097,128.5,1244,7818.6,3.5,40997,7.2,76.867
1993,4,94312,21.577,75.701,129.3,1271,7684.5,3.05,41423,6.7,76.936
1993,5,98990,23.506,76.488,127.4,1134,7700.6,3.02,40997,7.0,77.03699999999999
1993,6,95669,20.573,76.875,128.5,1216,7646.9,3.04,40599,7.0,77.243
1993,7,94312,20.607,77.257,127.4,1172,7700.6,2.92,41423,7.0,77.429
1993,8,97107,19.69,76.488,129.2,1257,7818.6,3.22,40942,6.9,77.613
1993,9,96426,21.764,76.097,128.5,1216,7694.3,3.02,40942,7.3,77.795
1993,10,94312,21.072,76.097,127.4,1322,7684.5,3.94,40942,6.4,77.942
1993,11,98990,24.396,76.488,129.3,1193,7689.4,3.03,40599,7.2,78.148
1993,12,98990,21.072,77.636,129.5,1374,7820.4,3.85,40997,6.3,78.32600000000001
1994,1,99627,21.764,76.488,133.4,1235,7905.0,3.78,41713,6.9,78.59100000000001
1994,2,98990,21.072,75.701,132.7,1256,7905.0,4.01,42654,6.7,78.727
1994,3,97107,21.577,76.875,132.4,1302,7910.6,3.85,42154,6.6,78.85600000000001
1994,4,95669,21.764,76.488,132.4,1262,7820.4,3.22,42154,6.7,78.988
1994,5,102528,21.577,76.488,133.4,1323,7929.4,3.65,41713,6.3,79.222
1994,6,102528,21.764,76.875,132.4,1318,7929.4,3.72,42654,6.2,79.423
1994,7,95669,19.69,75.701,132.4,1326,8024.4,4.33,42654,6.0,79.595
1994,8,98990,23.506,75.701,135.3,1390,8024.4,4.76,42654,5.6,79.782
1994,9,95669,20.573,77.257,136.5,1346,7949.0,5.55,42264,5.9,79.919
1994,10,97107,20.573,75.701,135.0,1389,8124.2,4.55,42885,5.3,80.065
1994,11,101018,21.072,77.257,137.4,1265,8124.2,5.45,42660,5.7,80.15
1994,12,98990,21.072,76.875,135.0,1414,8023.9,4.51,42618,5.6,80.296
1995,1,95669,21.577,76.097,137.7,1361,8086.0,5.74,42654,5.7,80.42699999999999
1995,2,102528,21.764,77.636,137.7,1413,8145.6,5.76,43044,5.6,80.528
1995,3,98990,21.577,75.701,138.0,1294,8102.0,6.14,42654,5.6,80.59899999999999
1995,4,98990,24.183,76.875,137.8,1386,8064.0,5.45,42660,5.3,80.661
1995,5,101018,24.396,76.875,138.4,1336,8145.6,6.05,43044,5.8,80.704
1995,6,98990,24.396,77.257,138.1,1346,8064.0,5.5,42618,5.9,80.785
1995,7,96426,20.573,76.488,138.4,1354,8187.8,6.01,43044,5.2,80.938
1995,8,99627,21.577,77.257,139.2,1265,8250.5,5.85,42660,5.7,81.11
1995,9,103874,23.506,77.257,139.3,1327,8228.4,5.54,43259,5.2,81.307
1995,10,96426,21.764,76.875,139.6,1263,8228.4,5.85,42660,5.7,81.482
1995,11,101018,25.075,77.636,138.9,1360,8228.4,6.05,42660,5.5,81.619
1995,12,101018,21.764,78.008,139.6,1352,8272.1,6.14,42654,5.5,81.737
1996,1,98990,24.396,77.257,138.2,1413,8272.1,5.54,44105,5.5,81.834
1996,2,102528,21.577,77.636,137.8,1390,8272.1,5.31,44105,5.4,81.95299999999999
1996,3,98990,21.577,78.008,138.0,1377,8261.3,5.24,43044,5.2,82.194
1996,4,99627,24.396,77.636,140.7,1402,8467.1,5.29,43259,5.7,82.421
1996,5,99627,24.396,78.742,141.1,1371,8467.1,5.22,43856,5.3,82.61
1996,6,97107,20.573,77.636,140.7,1315,8483.9,5.3,44590,5.1,82.75200000000001
1996,7,104705,24.396,78.377,140.7,1437,8467.1,5.31,44105,5.2,82.929
1996,8,104705,23.506,77.636,140.9,1396,8483.9,5.4,43259,5.1,83.086
1996,9,104705,21.577,78.377,141.4,1392,8444.0,5.22,44421,5.2,83.257
1996,10,99627,21.764,77.636,140.4,1428,8505.1,5.52,44105,5.0,83.37700000000001
1996,11,101018,24.396,77.257,141.3,1392,8444.0,5.24,44105,5.2,83.553
1996,12,99627,21.577,77.257,141.3,1437,8533.1,5.52,44421,5.1,83.72200000000001
1997,1,103874,24.396,78.742,141.8,1371,8619.0,5.25,44590,5.2,83.956
1997,2,103874,23.506,77.257,141.1,1396,8556.4,5.48,45616,5.1,84.181
1997,3,101018,23.506,78.742,141.5,1400,8556.4,5.56,44590,4.8,84.45299999999999
1997,4,102528,21.072,78.008,140.5,1367,8624.5,5.39,44421,4.8,84.62299999999999
1997,5,101018,23.506,78.377,140.5,1334,8661.9,5.5,44590,4.8,84.86200000000001
1997,6,102528,23.506,78.008,142.5,1313,8661.9,5.56,45203,4.9,85.08
1997,7,103874,21.577,78.377,142.1,1406,8834.8,5.5,45203,4.3,85.331
1997,8,102528,24.396,78.008,142.6,1402,8689.7,5.45,44590,4.8,85.573
1997,9,103874,21.577,77.636,141.8,1396,8834.8,5.56,46204,4.9,85.851
1997,10,99627,21.072,78.377,141.5,1395,8768.6,5.19,45616,4.4,86.147
1997,11,102528,21.072,78.742,141.1,1367,8892.2,5.45,45862,4.9,86.633
1997,12,99627,21.577,78.008,141.5,1400,8768.6,5.56,45616,4.8,87.09299999999999
1998,1,102528,21.072,78.377,142.0,1471,9164.1,5.29,46204,4.4,87.615
1998,2,102528,23.506,78.742,141.4,1395,9202.0,5.22,46204,4.6,88.00299999999999
1998,3,102528,21.072,77.636,141.8,1402,9164.1,5.45,46943,4.6,88.44200000000001
1998,4,98990,21.764,78.008,141.8,1434,9202.0,5.54,45862,4.7,88.87899999999999
1998,5,102528,20.573,78.742,142.1,1448,9164.1,5.57,46943,4.7,89.36399999999999
1998,6,99627,21.764,77.636,142.0,1471,9164.1,5.76,45862,4.7,89.845
1998,7,102528,21.577,78.742,141.1,1475,9270.0,5.3,47555,4.5,90.31
1998,8,104705,23.506,77.636,141.2,1465,9254.2,5.57,46504,4.5,90.786
1998,9,99627,20.573,78.008,142.4,1542,9337.5,5.21,47555,4.4,91.258
1998,10,99627,19.69,78.377,142.8,1609,9374.6,4.87,46943,4.5,91.717
1998,11,101018,21.072,78.008,142.1,1534,9391.7,5.05,46504,4.5,92.199
1998,12,103874,23.506,78.008,141.8,1472,9337.5,5.33,46943,4.6,92.712
1999,1,104705,20.573,79.583,142.6,1536,9501.3,4.81,47555,3.8,93.208
1999,2,103874,20.607,79.234,142.5,1555,9476.2,5.25,47555,4.4,93.672
1999,3,104705,21.072,79.409,142.7,1673,9476.2,5.07,47880,3.8,94.218
1999,4,101018,19.69,79.057,142.2,1673,9519.0,4.79,47555,4.5,94.785
1999,5,103874,20.607,79.057,142.5,1673,9519.0,5.07,49281,4.2,95.344
1999,6,99627,21.764,78.742,142.6,1580,9476.2,4.79,46943,4.4,95.975
1999,7,103874,19.69,78.377,142.0,1597,9476.2,5.25,47880,4.4,96.592
1999,8,104705,21.764,79.234,142.7,1673,9469.3,5.25,49281,3.8,97.219
1999,9,102528,21.764,79.057,143.9,1648,9519.0,5.26,48148,4.3,97.863
1999,10,104705,19.69,79.409,143.2,1593,9476.2,5.25,48148,3.8,98.523
1999,11,103874,20.573,79.234,142.4,1586,9546.7,5.26,48632,4.7,99.154
1999,12,103874,20.573,79.234,142.5,1528,9735.9,5.42,48632,3.8,99.845
2000,1,101018,21.072,78.742,143.4,1632,9982.3,5.05,49774,4.2,100.551
2000,2,104705,20.573,79.409,142.5,1597,9982.3,5.73,50024,4.1,101.339
2000,3,104705,20.607,79.409,144.9,1623,9954.5,6.01,49783,4.4,102.127
2000,4,108209,21.764,79.234,142.5,1483,9954.5,5.82,49335,3.9,102.922
2000,5,103874,21.764,78.377,142.9,1732,9837.9,5.85,50024,4.4,103.678
2000,6,102528,20.573,79.234,142.0,1531,10035.9,6.52,50024,4.0,104.424
2000,7,103874,20.573,79.057,142.0,1531,10035.9,6.4,49783,4.0,105.054
2000,8,103874,20.607,79.234,142.5,1551,10110.3,6.4,49774,3.9,105.768
2000,9,102528,19.69,79.234,143.5,1596,10035.9,6.51,50109,4.0,106.538
2000,10,102528,19.69,79.234,141.7,1554,10143.5,6.51,49911,4.0,107.382
2000,11,108209,20.573,79.583,143.5,1574,10139.2,5.91,50286,4.6,108.302
2000,12,102528,20.573,79.057,143.5,1623,10110.3,6.4,50105,3.9,109.14
2001,1,101018,21.072,78.377,143.3,1732,10214.7,4.73,50190,4.2,109.846
2001,2,108209,21.764,78.742,143.0,1457,10223.4,5.82,50024,4.3,110.5
2001,3,101018,21.764,78.742,142.5,1532,10223.4,5.35,50024,4.2,111.109
2001,4,104705,20.573,79.757,143.3,1588,10223.4,3.98,49774,4.2,111.652
2001,5,112000,21.577,79.757,143.9,1540,10214.7,3.9,50286,4.4,112.164
2001,6,111278,21.577,79.409,143.3,1595,10254.4,4.21,49911,4.4,112.796
2001,7,108209,21.764,79.409,143.7,1615,10211.7,4.16,50286,4.4,113.491
2001,8,111278,25.93,79.583,145.4,1596,10298.9,2.92,50109,5.0,114.167
2001,9,108209,21.764,79.057,144.1,1593,10267.7,3.22,50286,5.0,114.812
2001,10,108209,20.607,79.757,143.9,1559,10279.7,3.5,50024,4.3,115.31
2001,11,103874,24.396,78.742,143.5,1615,10531.6,2.45,50190,5.2,115.857
2001,12,111278,24.183,79.409,144.1,1615,10531.6,2.02,50091,5.4,116.455
2002,1,111278,27.201,79.757,143.7,1671,10514.7,1.75,50105,5.5,117.144
2002,2,109297,25.075,79.409,144.1,1643,10574.2,1.74,50105,5.6,117.845
2002,3,111278,25.075,79.234,144.3,1677,10539.0,1.74,50362,5.7,118.687
2002,4,108209,23.506,79.583,145.0,1677,10623.0,1.64,50105,5.4,119.611
2002,5,108209,23.506,79.234,145.0,1615,10616.5,1.83,50105,5.6,120.724
2002,6,111278,27.201,79.234,145.0,1615,10574.2,1.74,50109,5.4,121.813
2002,7,109297,23.506,79.583,144.3,1705,10623.0,1.75,50302,5.8,122.888
2002,8,111278,25.075,79.234,144.3,1704,10621.0,1.74,50091,5.7,123.83
2002,9,108209,25.075,79.583,142.0,1512,10621.0,1.82,50286,5.5,124.78
2002,10,111278,25.93,79.234,145.1,1695,10719.9,1.26,50091,5.8,125.735
2002,11,109297,24.183,79.757,145.2,1633,10710.4,1.16,50105,5.9,126.67
2002,12,112000,25.075,79.757,145.2,1715,10710.4,1.39,50362,5.3,127.624
2003,1,109297,23.506,79.583,145.2,1619,10674.0,1.43,50796,5.6,128.461
2003,2,109297,25.075,79.583,144.4,1716,10719.9,1.24,51512,5.8,129.355
2003,3,109297,23.506,79.583,145.2,1675,10696.5,1.24,50796,5.9,130.148
2003,4,111278,25.075,79.583,145.2,1716,10860.6,1.53,50796,5.9,130.884
2003,5,113343,25.075,79.583,144.4,1688,10674.0,1.24,50462,6.1,131.735
2003,6,111278,25.93,79.583,145.9,1638,10752.7,1.26,50462,5.8,132.649
2003,7,114384,24.183,79.757,149.0,1573,10940.8,0.93,52179,6.0,133.77700000000002
2003,8,112000,27.201,79.928,147.0,1642,10752.7,1.26,51986,5.8,134.969
2003,9,112000,27.201,79.928,147.2,1642,10719.9,1.35,50796,5.7,136.29399999999998
2003,10,114384,27.651,80.269,149.6,1673,11051.2,0.98,50796,5.8,137.531
2003,11,111278,27.201,79.409,149.7,1673,11048.4,1.15,52179,5.3,138.79399999999998
2003,12,112000,25.93,79.757,147.2,1695,10982.3,1.15,52179,5.8,140.179
2004,1,114384,27.201,79.409,150.2,1692,11051.2,1.01,51512,5.9,141.64600000000002
2004,2,111278,27.201,80.269,156.5,1685,11051.2,1.26,52835,5.6,143.192
2004,3,113343,25.93,79.409,150.2,1673,11057.2,1.01,52835,5.8,145.059
2004,4,113343,27.201,79.409,150.0,1685,11051.2,1.0,52179,5.7,146.593
2004,5,112000,27.651,79.928,160.1,1844,11071.0,1.0,52835,5.9,148.186
2004,6,109297,24.396,79.757,162.0,1839,11215.8,1.53,51986,5.7,149.85
2004,7,113343,27.201,79.583,165.9,1863,11153.3,1.42,52835,5.4,151.338
2004,8,113343,25.93,79.583,165.9,1815,11153.3,1.8,52179,5.8,152.63299999999998
2004,9,111278,27.201,79.928,165.9,1893,11153.3,1.61,52835,5.4,154.179
2004,10,113343,27.201,79.757,165.9,1839,11240.5,1.98,53017,5.5,155.75
2004,11,113343,28.604,79.583,165.5,1892,11153.3,1.91,52179,5.2,157.52700000000002
2004,12,114384,27.651,80.269,168.6,1938,11226.5,2.96,52835,5.1,159.33
2005,1,114384,28.604,80.099,167.2,1893,11282.5,3.0,53868,5.0,161.28799999999998
2005,2,112000,27.651,79.757,165.9,1908,11282.5,1.88,53017,5.6,163.344
2005,3,114384,25.93,79.583,165.9,1970,11246.1,2.61,53017,5.1,165.812
2005,4,111278,28.604,80.099,168.1,1886,11246.1,2.42,53868,5.5,167.50099999999998
2005,5,116011,27.651,80.269,170.0,1907,11387.1,2.45,54153,5.2,169.351
2005,6,113343,25.93,79.928,167.8,1925,11226.5,3.1,54317,4.9,171.19
2005,7,113343,27.201,79.757,170.4,2011,11428.7,3.3,54317,4.9,172.86
2005,8,111278,27.651,79.583,170.0,1941,11500.1,3.78,54317,5.0,174.442
2005,9,114384,28.604,79.757,168.6,1927,11375.5,3.56,53719,4.9,176.438
2005,10,113343,27.651,79.928,170.0,1965,11387.1,3.65,54317,4.7,178.028
2005,11,114384,29.512,79.928,170.0,1925,11387.1,3.73,54482,4.8,179.68
2005,12,112000,28.604,80.269,170.4,1932,11405.3,4.0,54401,4.9,180.91
2006,1,117181,28.604,79.928,180.7,1897,11800.1,4.81,54945,4.7,182.321
2006,2,116011,29.512,80.269,179.0,1896,11747.5,4.27,55216,4.5,183.287
2006,3,116011,28.604,79.928,178.3,2053,11702.8,4.42,55216,4.7,184.364
2006,4,117181,27.651,79.928,179.9,2061,11744.4,4.51,55278,4.4,184.329
2006,5,116783,27.201,80.438,179.9,2102,11744.4,5.02,55216,4.7,184.156
2006,6,116783,29.876,80.606,177.7,1897,11747.5,4.59,55474,4.6,183.507
2006,7,117181,27.201,80.438,179.0,2121,11744.4,4.65,55216,4.7,183.068
2006,8,111278,27.201,79.928,180.7,1952,11901.9,5.17,55474,4.7,182.594
2006,9,117181,29.876,80.099,182.6,1886,11996.0,5.25,55216,4.6,182.798
2006,10,113343,28.604,79.583,179.8,1936,11853.7,5.2,54886,4.7,183.198
2006,11,113343,27.651,79.583,182.3,1918,11956.6,4.99,54945,4.4,183.609
2006,12,111278,29.876,80.269,182.3,1918,11737.0,4.76,54886,4.5,184.139
2007,1,114384,28.604,80.099,183.3,1840,12066.4,4.81,55649,4.5,184.517
2007,2,117181,28.604,79.757,183.5,1630,12052.8,5.06,55649,4.7,184.598
2007,3,116783,32.669,79.928,183.3,1709,12053.3,5.08,55490,4.6,184.15
2007,4,117181,28.604,80.606,183.4,1536,12089.6,4.47,55497,5.0,183.01
2007,5,116783,29.512,80.606,183.3,1654,12035.1,5.0,55403,5.0,181.6
2007,6,117181,29.876,79.928,183.9,1609,12053.3,4.81,55497,4.8,180.254
2007,7,114384,29.512,80.438,183.3,1577,12070.9,5.02,55497,4.9,179.111
2007,8,116011,27.201,80.269,183.4,1561,12070.1,4.65,55260,4.8,178.116
2007,9,116783,27.201,80.606,183.7,1404,12089.6,3.71,55454,4.3,177.558
2007,10,116011,29.512,80.438,182.5,1570,12052.8,3.3,55278,4.9,176.62400000000002
2007,11,114384,29.512,79.928,183.0,1539,12053.3,4.12,55260,5.0,175.14700000000002
2007,12,117538,33.213,80.269,183.0,1601,12052.8,3.9,55260,4.9,174.342
2008,1,117538,34.23,80.944,188.1,1174,12145.9,2.54,55474,5.1,173.132
2008,2,117538,33.806,80.944,186.9,1354,12070.1,2.71,55705,4.8,171.541
2008,3,117181,29.512,81.119,186.9,1256,12137.1,2.4,55497,5.1,170.053
2008,4,121084,32.883,80.772,201.9,1111,12696.2,0.91,54979,5.9,168.338
2008,5,117538,33.283,80.944,188.1,1160,12149.0,2.0,55474,5.2,166.65900000000002
2008,6,116783,32.669,80.772,194.1,1069,12292.0,0.91,54610,6.1,165.017
2008,7,117181,29.512,80.606,190.9,1035,12193.2,0.63,53941,5.9,163.566
2008,8,117181,29.512,80.606,188.1,1131,12141.8,1.49,54569,5.7,161.987
2008,9,117181,28.604,80.606,187.1,1107,12141.8,0.9,54482,5.9,160.308
2008,10,116783,32.883,80.772,199.6,945,12592.5,0.41,54610,6.9,158.327
2008,11,119927,32.669,81.119,187.1,1128,12193.2,1.68,54482,6.7,156.142
2008,12,117538,33.213,80.606,189.4,920,12224.4,0.54,54482,7.0,153.619
2009,1,117181,32.669,80.944,192.2,819,12376.6,0.19,54401,8.2,151.507
2009,2,117538,33.213,81.119,191.2,844,12500.1,0.11,54569,8.3,150.015
2009,3,117538,32.883,80.944,190.9,801,12280.2,0.13,53221,9.0,148.66
2009,4,116783,29.876,80.944,187.1,776,12288.8,0.18,53017,9.9,147.94899999999998
2009,5,116783,29.512,81.119,188.1,750,12224.4,0.18,54482,8.4,147.694
2009,6,119927,32.883,80.944,190.3,839,12280.2,0.2,53081,9.5,148.09
2009,7,117181,32.883,80.438,191.2,834,12447.1,0.09,53531,9.0,148.41
2009,8,116011,27.651,80.438,186.9,819,12224.4,0.4,53531,9.8,148.278
2009,9,117538,32.669,80.438,188.1,746,12242.7,0.18,54100,8.6,148.025
2009,10,116011,27.651,80.438,187.8,801,12285.8,0.4,53221,9.6,147.85
2009,11,116783,28.604,81.119,189.3,792,12242.7,0.09,53242,10.1,148.134
2009,12,116783,29.876,80.944,189.7,765,12242.7,0.19,53081,9.0,147.929
2010,1,117181,32.883,80.944,189.7,737,12242.7,0.18,53719,9.1,147.39600000000002
2010,2,119927,32.883,80.606,195.8,676,12591.4,0.2,53941,9.6,145.631
2010,3,116783,28.604,80.772,194.2,671,12540.3,0.19,54317,9.3,145.859
2010,4,116783,28.604,81.119,198.1,632,12605.1,0.16,54100,9.5,146.403
2010,5,119927,32.883,80.438,190.3,670,12340.3,0.16,53683,9.3,146.394
2010,6,116783,28.604,80.438,195.8,635,12680.6,0.11,54317,9.5,145.721
2010,7,119927,32.669,80.772,195.6,634,12589.9,0.19,54482,9.6,144.991
2010,8,116011,29.876,80.944,195.9,626,12680.6,0.13,54401,9.5,143.916
2010,9,117538,33.283,80.772,197.2,632,12605.1,0.16,54401,9.5,143.019
2010,10,117181,28.604,80.606,193.6,634,12544.3,0.2,54100,9.4,142.531
2010,11,117181,29.876,80.944,195.9,552,12591.4,0.15,54482,9.0,142.173
2010,12,121084,33.283,80.772,194.2,615,12554.2,0.15,54341,9.9,142.06
2011,1,116783,29.512,81.119,198.1,566,12705.3,0.12,53941,9.1,141.52100000000002
2011,2,119927,33.806,81.299,201.9,565,12705.3,0.14,54317,9.5,140.35
2011,3,116011,33.213,80.944,199.7,566,12740.1,0.12,54945,8.4,139.981
2011,4,119927,33.806,80.944,199.7,610,12740.1,0.08,53941,9.1,140.01
2011,5,116783,32.883,80.772,202.2,615,12756.9,0.12,54979,8.3,139.905
2011,6,122459,32.883,80.772,202.8,582,12756.9,0.09,54610,9.1,139.862
2011,7,117538,33.283,80.944,202.6,591,12782.7,0.1,54482,9.2,139.73
2011,8,117181,32.669,81.299,201.8,579,12799.7,0.17,54610,9.0,139.309
2011,9,117181,29.876,80.944,202.7,582,12799.7,0.09,54341,9.1,138.668
2011,10,116011,33.213,80.606,203.4,549,12756.9,0.13,54979,8.8,137.952
2011,11,117181,29.876,80.944,202.7,552,12740.1,0.13,54610,9.0,137.15200000000002
2011,12,119927,33.283,80.606,202.7,552,12791.9,0.13,54569,8.6,136.674
2012,1,119927,33.806,81.119,205.6,565,12967.5,0.08,54945,8.3,136.607
2012,2,122459,34.23,81.483,206.6,552,12954.2,0.1,55216,8.3,136.533
2012,3,124587,33.213,81.862,206.3,549,12961.6,0.14,55497,8.2,137.904
2012,4,121084,32.883,81.119,205.1,610,13097.2,0.14,55403,8.2,139.154
2012,5,122459,32.883,80.944,206.6,615,12961.6,0.1,55403,8.2,140.155
2012,6,124587,34.23,81.119,205.5,634,13219.9,0.13,55403,8.2,141.03
2012,7,121084,33.806,80.772,206.2,572,12999.8,0.14,55490,8.2,141.66899999999998
2012,8,123229,34.23,81.483,206.2,634,13112.5,0.09,55454,8.2,142.279
2012,9,124587,33.283,81.119,206.6,652,13053.1,0.16,55342,8.1,142.908
2012,10,124587,33.213,81.671,206.2,676,12999.8,0.09,55342,8.1,143.6
2012,11,122459,32.883,80.772,206.6,668,13219.9,0.16,55403,8.1,144.585
2012,12,124587,34.23,81.119,206.5,676,12967.5,0.14,55497,8.2,145.503
2013,1,125819,33.213,81.299,209.5,736,12893.4,0.09,55914,8.5,146.827
2013,2,119927,33.806,81.483,208.9,702,12845.5,0.14,55649,7.9,147.784
2013,3,122459,33.283,81.483,208.9,730,12893.4,0.14,55859,7.8,149.963
2013,4,123229,33.283,81.483,208.4,737,12941.8,0.16,56272,7.6,151.519
2013,5,122459,33.213,80.944,209.3,721,12852.1,0.14,55914,7.8,152.85
2013,6,124587,34.23,81.299,209.8,750,12954.2,0.09,56272,7.5,154.2
2013,7,124587,33.213,81.299,209.3,776,12893.4,0.11,56642,7.6,155.60399999999998
2013,8,119927,33.213,81.299,209.3,721,12845.5,0.09,55859,7.3,156.965
2013,9,119927,33.283,80.606,209.1,839,12893.4,0.14,55859,7.1,158.227
2013,10,123229,33.806,81.671,209.8,781,12955.7,0.09,56345,7.0,159.24200000000002
2013,11,123229,33.283,81.119,209.8,876,13079.5,0.08,55914,6.7,160.07399999999998
2013,12,124587,33.213,81.483,209.1,876,13019.1,0.09,56272,6.8,160.994
2014,1,121084,33.806,81.299,211.3,834,13312.9,0.09,55914,6.8,161.92700000000002
2014,2,121084,33.283,81.299,212.7,894,13312.9,0.07,56345,6.6,162.525
2014,3,122459,33.213,81.299,211.3,801,13219.9,0.08,56272,6.9,163.086
2014,4,122459,34.859,81.671,215.3,839,13386.8,0.09,56345,6.3,163.393
2014,5,123229,35.771,82.058,214.6,839,13312.9,0.08,56345,6.3,163.66
2014,6,121084,34.23,81.862,211.6,876,13219.9,0.08,57702,6.8,164.06400000000002
2014,7,123229,37.55,82.058,213.7,891,13386.8,0.08,57702,6.1,164.579
2014,8,123229,35.771,81.671,215.5,975,13642.7,0.12,57536,5.8,165.215
2014,9,123229,34.23,82.058,213.7,908,13445.9,0.08,56345,5.9,165.905
2014,10,125819,35.771,81.299,215.5,863,13642.7,0.09,57536,6.2,166.641
2014,11,125819,35.771,81.671,215.5,975,13719.1,0.09,56968,6.1,167.335
2014,12,122459,34.859,81.299,215.8,945,13486.3,0.09,57702,5.7,168.051
2015,1,125819,37.55,81.299,213.4,863,13811.3,0.07,56968,6.1,168.634
2015,2,126224,34.859,81.671,211.7,945,13848.0,0.12,58376,5.6,169.12900000000002
2015,3,128451,37.55,81.299,214.5,945,13811.3,0.08,58470,5.5,169.799
2015,4,125819,33.806,81.862,215.7,945,13842.0,0.08,58787,5.5,170.298
2015,5,124587,34.859,81.483,213.7,985,13874.1,0.12,58787,5.3,170.88
2015,6,124587,34.859,81.483,210.9,954,13996.9,0.07,58486,5.7,171.47099999999998
2015,7,124587,35.771,81.671,215.3,930,13935.8,0.12,58486,5.7,172.13299999999998
2015,8,126224,35.771,82.058,214.5,974,13972.2,0.14,58787,5.8,172.93599999999998
2015,9,123229,37.55,81.862,211.6,985,13996.9,0.37,58121,5.1,173.828
2015,10,123229,37.55,81.671,212.4,1003,14060.2,0.4,58376,5.2,174.792
2015,11,123229,34.859,81.299,211.7,1001,13811.3,0.13,58376,5.6,175.738
2015,12,126224,34.859,81.299,213.3,1022,13993.4,0.38,58486,5.1,176.544
2016,1,126224,37.55,81.862,211.7,1056,14106.2,0.4,58704,5.1,177.274
2016,2,124587,33.283,81.671,212.5,1012,14095.5,0.16,58704,5.0,177.649
2016,3,127586,35.771,81.671,215.8,1002,14135.3,0.38,57386,4.9,178.16400000000002
2016,4,127586,33.806,81.862,211.7,1037,14135.3,0.4,59296,5.0,178.766
2016,5,127586,38.859,81.299,213.7,1079,14160.1,0.41,59296,4.8,179.429
2016,6,128451,35.771,81.483,213.7,1037,14121.1,0.33,59296,4.7,180.084
2016,7,127586,38.859,81.862,214.8,1059,14121.1,0.39,57386,4.6,180.834
2016,8,127586,34.859,81.299,214.8,1059,14104.9,0.39,59084,4.9,181.85
2016,9,124587,33.806,81.862,215.3,1070,14313.7,0.4,57386,5.0,182.823
2016,10,125819,38.859,81.862,214.8,1087,14273.6,0.79,59084,4.7,183.75
2016,11,124587,33.806,81.299,215.3,1052,14209.1,0.16,58787,5.0,184.759
2016,12,126224,33.806,81.483,215.3,1087,14235.4,0.39,59084,4.9,185.725
2017,1,127586,35.771,81.671,219.7,1107,14476.3,0.79,59494,5.0,186.805
2017,2,124587,37.55,82.058,217.3,1093,14476.3,0.33,59736,4.9,187.313
2017,3,126224,35.771,82.058,221.7,1173,14678.3,1.0,60099,4.6,187.992
2017,4,126224,37.55,81.862,221.7,1131,14678.3,0.91,59296,4.8,188.724
2017,5,124587,38.859,82.256,221.9,1182,14678.3,1.04,60674,4.5,189.616
2017,6,128451,38.859,81.862,222.4,1142,14706.0,1.0,59494,4.3,190.513
2017,7,127586,35.771,81.671,221.9,1053,14618.7,0.33,59494,5.0,191.45
2017,8,125819,34.859,81.671,221.9,1196,14678.3,1.16,60099,4.3,192.663
2017,9,128451,38.859,82.058,223.9,1170,14748.6,1.03,59736,4.2,193.759
2017,10,128451,38.859,81.671,224.1,1105,14660.2,0.97,59736,4.8,194.805
2017,11,124587,40.185,82.459,223.9,1053,14771.1,0.63,59736,4.4,195.958
2017,12,127586,34.859,82.459,223.1,1109,14678.3,0.41,57386,5.0,197.178
2018,1,127586,35.771,82.058,223.9,1181,14921.1,1.39,61093,4.2,198.314
2018,2,128579,44.147,82.873,228.7,1173,15007.2,1.76,61619,4.1,199.227
2018,3,128451,38.859,81.862,233.4,1182,15057.8,1.51,61619,3.9,199.961
2018,4,128451,40.185,82.459,231.3,1226,15057.8,1.81,61622,3.7,200.655
2018,5,131434,35.771,82.256,237.2,1240,14974.8,1.93,61622,3.9,201.423
